X,y1,y2,y3,y4,y5,y6,y7,y8,w1,w2,w3,w4,w5,w6,w7,w8,ids
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE480>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-0.612925009443021,-1.50725095679458,0.43377373331632585,-0.16526224341127854,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,C=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)s3)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE6B0>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,1.0080812156238252,-0.4922620084508547,1.6187292260703818,0.6449515393674908,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCDF30>,-0.45921439861621266,-0.47123450815895374,0.5665543777377317,0.6120851930713878,-0.44450877826724466,-1.079887189070906,-1.8284140255777808,-3.281469100252699,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Cc1cc[se]c1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCDF80>,-0.649155065454978,-0.3469119722496411,1.2693936517602145,1.0681214684715603,-0.4150359378114839,0.9500907076165443,-0.2276468780936654,-0.701249822788003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1nc(-c2nc(C)c(-c3ccc(C4=S=C5c6cc7c(cc6C(C)(C)C5=C4)-c4sccc4C7(C)C)s3)s2)sc1-c1cccs1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE020>,-0.7317379640805283,-0.8193376087050289,0.6730451768320471,0.7944997032314567,0.048108697921900735,0.6295678818237888,0.04597011750590742,0.021710167999206702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)c7nsnc76)s5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCF510>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-1.2402754705727874,-0.3320005955544769,-0.9450835673429393,-1.4117449861478468,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,O=C1c2ccccc2C(=O)C1=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)cc2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCF1A0>,-0.5913470364170931,-0.7509602139549071,0.4281163389151213,0.6918915412664177,0.5238845509934685,0.20220411410011516,0.35405854562196226,0.7259729176453675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(s5)c(-c5ccc(C)s5)c5ccsc5c6-c5ccc(C)s5)s4)c3nc2-c2cccc(OC)c2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCF330>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-1.5813183387037342,-3.8577516792747857,-1.8284140255777808,-3.281469100252699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1csc(C=Cc2cccc3nsnc32)c1C
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCFAB0>,-0.7441253988743609,-0.48366676174988504,1.2800427316696463,1.6039640920667635,-1.4550061653219022,-0.9196257761745282,-1.643130075801692,-0.28991051768493536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C=Cc1ccc2c3ccc(C=Cc4sc(-c5cc(C)cs5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE200>,-0.7482545438056384,-0.7820408479322352,0.7795359759263628,1.0681214684715603,-1.2444858763521816,0.41588599796195225,-1.492317558542085,0.14635844227286351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C=Cc1ccc2c3ccc(C=Cc4ccc(-c5ccc(C6=C(C)C(C)=C(c7ccc(-c8cccs8)s7)S6(=O)=O)s5)s4)cc3n(-c3ccc(OC)cc3)c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCFDD0>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-1.1602777607642936,0.6295678818237888,-1.1906925240228707,-0.7885036147795627,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Cc1cc2cc3c(C#C[Si](C)(C)C)c4cc5sc(C)cc5cc4c(C#C[Si](C)(C)C)c3cc2s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE930>,-0.6285093407985906,-0.43393774738616,1.067061133481015,0.874306051426487,0.8565066075656266,0.896670236651085,1.0370238023547544,-0.23381879426178986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nc5sc(-c6cccs6)nc5s4)s2)cc1C3(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCFF10>,-0.7069630944928634,-0.44637000097709123,1.2480954919413514,1.5697613714117502,-1.497110223115846,-1.1867281310018245,-1.6646747211244932,-0.6015312033690774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C=Cc1ccc2c3ccc(C=Cc4sc(-c5ccc(-c6ccc(-c7cc(C)cs7)s6)s5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCD7B0>,-0.6532842103862555,-0.7696085943413038,0.5559052978283001,0.8287024238864696,0.4817804931995246,1.2706135334092994,0.13214869879711155,-0.05307879656498757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1c(OC)c(-c2ccc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4C3=S=C(C)C=C3)s2)c2nsnc2c1-c1cccs1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE890>,-0.7069630944928634,-0.9063633838415478,0.460063578643416,0.6576888206114048,0.3217850735825369,-0.27858012458901765,0.5932041087050535,0.45797912795700557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)OC3=O)s1)c1ccc([N+](=O)[O-])cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE840>,-0.5211515725853755,-0.6328538048410599,0.4494144987339844,0.7602969825764437,0.8775586364625985,0.41588599796195225,0.6513746510766161,0.7072756765043192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(C)c(-c7ccc(C8=S=C(C=C(C#N)C(=O)OC)C=C8C)s7)s6)cc4[Si]5(C)C)cc3C)s2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCEAC0>,-0.6863173698364756,-0.8006892283186319,0.5878525375565948,0.5322788448763575,0.7344048399631887,0.41588599796195225,0.390684442670724,0.7695998136411476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(C)C(=O)C2=C1c1cccs1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3C7FF60>,-0.6243801958673132,-0.8442021158868914,0.35357277954910055,0.49807612422134445,1.2396535334905174,0.3090450560310337,1.2740149009055657,0.4143522319612255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1ccc(-c2ccc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCEA70>,-0.6243801958673132,1.3936035304807344,-1.350280005959949,1.0111169340465387,-0.8781805735448686,0.1487836431346559,-0.8438237343257744,-0.25251603540283823,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6=C(c7ccccc7)C(c7ccccc7)=C(c7ccc(-c8ccc(C9=S=CC=C9)s8)s7)[Si]6(C)C)s5)s4)s3)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCFE70>,-0.5830887465545378,-0.8442021158868914,0.24708198045478486,0.6120851930713878,1.1891286641377845,-0.11831871169264044,1.3386488368739684,0.7072756765043192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COCc1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3C7E7F0>,-0.760641978599471,-0.9685246517962038,0.4920108183717107,0.7830987963464524,-1.286589934146126,-0.06489824072718117,-1.2036193112165514,-1.2870967118741898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3C7E610>,-0.8287728699655499,-0.9716327151939368,0.6623960969226156,0.9256101324090064,-0.27609254709146847,1.0569316495474628,-1.3328871831533575,-1.162448437600533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1c2ccsc2c(OC)c2cc(-c3sc(-c4sc(-c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3C7F650>,-0.4220520942347151,-0.14799591479474114,1.0244648138432886,-1.2120599085293031,-0.3729318800175398,-0.8288109755332481,0.12137637613571128,0.20868257940969193,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CC1(C)CC(C=Cc2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCF600>,1.522775168396992,1.3936035304807344,-1.350280005959949,0.8857069583114913,-1.2023818185582378,0.20220411410011516,-1.2036193112165514,-0.6015312033690774,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,COc1c2cc(C)sc2c(OC)c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3C7C9F0>,-0.7358671090118057,-0.7447440871594413,0.8114832156546573,-1.2120599085293031,1.0796581138735302,0.682988352789248,0.9249916466761889,0.3457956811107146,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Cc1c2ccsc2c(C)c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)sc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3CCE980>,-0.632638485729868,-0.7260957067730446,0.5772034576471633,0.6462879137264005,0.3975723776116364,0.25562458506557445,0.2183272800883157,0.7072756765043192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC(=O)c1cc2c(csc2-c2cc3c(s2)c(C)c2ccsc2c3C)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3C7FEC0>,-0.6532842103862555,-0.5023151421362818,1.0138157339338574,1.3189414199416556,-1.0339655873824614,1.3240340043747585,-0.8308969471320938,-1.4740691232846752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D227F0>,-0.6161219060047579,-0.5271796493181443,0.8753776951112466,0.8971078651964957,-0.3771422857969343,-0.2251596536235584,-0.13715936773790113,0.052872236567620905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23790>,-0.6367676306611458,-0.8006892283186319,0.460063578643416,0.623486099956392,0.9701875636092753,0.5761474108583294,0.670764831867137,0.6449515393674908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D226B0>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,1.5343819380481258,-0.3320005955544769,1.37096580485817,1.3928411850094318,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,COc1ccc(N(c2ccc(C=Cc3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)c2ccc(OC)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D21FD0>,-0.5417972972417628,-0.7385279603639758,0.32162553982080583,0.4524724966813271,-0.6676602845751483,-1.079887189070906,0.21186388649147553,-0.539207066232249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cn1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D21CB0>,-0.7152213843554183,-0.14799591479474114,1.7805494874129293,1.7293740678018108,-1.2739587168079425,-0.06489824072718117,-1.0915871555379861,-1.4055125724341637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1nc(-c2nc(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D214E0>,-0.6408967755924232,-0.5333957761136101,0.9286230946584048,0.7032924481514221,1.016502027182614,0.5227269398928702,1.0305604087579139,0.252309475405472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc54)s2)cc1C3(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D21170>,-0.6408967755924232,-0.2971829578859163,1.333288131216804,-1.2120599085293031,-1.3244835861606754,-0.8234689284367022,-1.134676446183588,-1.2247725747373615,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,c1csc(-c2cc(-c3cccs3)c(-c3cccs3)s2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23FB0>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-0.47819202450239995,0.20220411410011516,-0.04882632191441695,-0.6638553405059058,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,CN1c2ccccc2C(=C2c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)cc3N(C)C2=O)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23E70>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,1.4501738224602378,0.22357230248629886,0.800032703803943,1.5174894592830885,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23D80>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-1.383429267072197,-1.1867281310018245,-1.2596353890558338,-1.162448437600533,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,COc1ccc(C=Cc2ccc(C=Cc3cc(C)c(C=Cc4ccc(C=Cc5cc(C)c(C=Cc6ccc(C=Cc7cc(C)c(C=O)cc7C)s6)cc5C)s4)cc3C)s2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23C40>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,1.3238616490784056,-0.150370994271916,1.1878363196143615,1.143544636462118,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,COc1ccc(N(c2ccc(C=Cc3ccc(C=C(C#N)C(=O)O)s3)cc2)c2ccc(OC)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23B00>,-0.5294098624479303,-0.7447440871594413,0.2790292201830796,0.4866752173363401,0.49441171053770755,0.41588599796195225,0.015807614053986254,1.2058687735989464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C6=S=C(C=C7C(=O)c8ccccc8C7=O)C=C6C)cc5C)cc4C)s3)s2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23A10>,-0.6821882249051981,-0.8006892283186319,0.5772034576471633,0.669089727496409,0.06073991526008387,0.7364088237547073,-0.25565491701330667,0.5826274022306625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC(=O)c1sc2csc(-c3cc4c(s3)c(C)c3ccsc3c4C)c2c1F
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23880>,-0.6904465147677533,-0.73231183356851,0.7156414964697734,-1.2120599085293031,1.0291332445207972,-0.06489824072718117,1.2223077521308432,0.563930161089614,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Cc1cc2c3ccsc3c3sc(-c4ccc(-c5cnc(-c6cccs6)c6nsnc65)s4)cc3c2cc1C
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D236F0>,-0.6037344712109257,-0.6639344388183882,0.6091506973754579,0.7032924481514221,1.4501738224602378,0.09536317216919662,1.2093809649371623,1.0126639484747788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COC(=O)c1sc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2c1F
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D235B0>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,1.378596924210533,0.11673136055538033,1.0801130930003564,1.0812204993252896,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,COc1ccc(N(c2ccc(OC)cc2)c2ccc(C(=Cc3ccc(C=C(C#N)C(=O)O)s3)c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23470>,-0.6656716451800881,-0.8442021158868914,0.460063578643416,0.7260942619214307,-0.7350267770454588,0.7364088237547073,-0.6499219264205653,-0.6015312033690774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C=Cc1sccc1C(=O)OC
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23330>,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-0.19188443150358048,0.25562458506557445,-0.4711013702413169,0.8942480879148045,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D231F0>,-0.6202510509360357,-0.4090732402042974,1.088359293299878,0.9655133065065213,-0.1497803737096364,0.9500907076165443,-0.643458532823725,1.0001991210474128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1c2sccc2c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc2c1OC
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D23060>,-0.5996053262796479,-0.6017731708637319,0.7049924165603418,0.9769142133915256,-0.052941040783565076,1.3240340043747585,-0.5034183382255183,0.520303265093834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c6ccc(-c7cc(C)c(-c8ccc(-c9sc(C=C(C#N)C(=O)OC)cc9C)s8)s7)cc6n(C)c5c4)cc3C)s2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D22F20>,-0.5252807175166528,-0.6950150727957163,0.35357277954910055,-1.2120599085293031,-1.2781691225873368,-0.6792336568299622,-1.2897978925077556,-0.28991051768493536,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c(nc21)-c1cccc2cccc-3c12
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D22DE0>,1.522775168396992,1.3936035304807344,-1.350280005959949,0.38406705537130115,0.18705208864191614,0.1487836431346559,0.390684442670724,0.08403430513603512,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(C6=C7C(=O)N(C)C(c8cccs8)=C7C(=O)N6C)s5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D22CA0>,-0.5232161450510141,-0.6079892976591976,0.4973353583264266,0.6348870068413963,0.6586175359340896,-0.866205305209069,1.4032827728423716,0.6636487805085391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COC(=O)c1cc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)s1
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D22C00>,-0.5211515725853755,-0.7447440871594413,0.25773106036421645,0.49807612422134445,-0.9918615295885175,-1.6675123696909577,-0.23626473622278582,-0.28991051768493536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1ccsc1-c1sc(-c2scc3c2C(=O)N(C)C3=O)cc1OC
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D22AC0>,-0.7702766501044088,-0.9229397219648613,0.5949519241664322,0.9199096789665043,0.06073991526008387,0.896670236651085,-0.1910209810449037,0.27100671654652037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1c2ccsc2c(OC)c2cc(-c3cc(C)c(-c4sc(-c5sccc5C)c5c4C(=O)N(C)C5=O)s3)sc21
<rdkit.Chem.rdchem.Mol object at 0x00000239C3D22980>,-0.7482545438056384,-0.7447440871594413,0.8434304553829522,-1.2120599085293031,0.7638776804189498,0.1487836431346559,1.0779586284680762,0.15259085598654645,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Cc1nc2c3ccsc3c3sc(-c4ccc(-c5cnc(C6=S=CC=C6)c6nsnc65)s4)cc3c2nc1C
